team,conf,adjem,adjo,adjd,luck,Season,TeamID
coppin st.,MEAC,-16.3,89.0,105.3,0.009000000000000001,2020,1164
iupui,Horz,-16.51,97.6,114.1,-0.077,2020,1237
wagner,NEC,-16.67,97.5,114.2,-0.045,2020,1447
south carolina st.,MEAC,-16.77,97.4,114.2,0.079,2020,1354
maine,AE,-17.03,92.1,109.1,-0.011,2020,1263
southeastern louisiana,Slnd,-17.52,90.9,108.4,-0.041,2020,1368
southeastern louisiana,Slnd,-17.52,90.9,108.4,-0.041,2020,1368
binghamton,AE,-17.87,97.8,115.6,0.054000000000000006,2020,1127
siu edwardsville,OVC,-18.0,92.3,110.4,-0.025,2020,1188
siu edwardsville,OVC,-18.0,92.3,110.4,-0.025,2020,1188
tennessee tech,OVC,-18.72,90.2,108.9,0.053,2020,1399
tennessee tech,OVC,-18.72,90.2,108.9,0.053,2020,1399
southeast missouri st.,OVC,-18.74,93.2,111.9,0.006,2020,1369
alabama a&m,SWAC,-19.03,90.1,109.1,-0.004,2020,1105
houston baptist,Slnd,-20.15,102.5,122.6,0.022,2020,1223
houston baptist,Slnd,-20.15,102.5,122.6,0.022,2020,1223
high point,BSth,-20.33,93.9,114.2,0.073,2020,1219
high point,BSth,-20.33,93.9,114.2,0.073,2020,1219
holy cross,Pat,-20.71,97.3,118.0,-0.027000000000000003,2020,1221
holy cross,Pat,-20.71,97.3,118.0,-0.027000000000000003,2020,1221
incarnate word,Slnd,-22.63,89.3,111.9,0.083,2020,1230
incarnate word,Slnd,-22.63,89.3,111.9,0.083,2020,1230
maryland eastern shore,MEAC,-23.82,83.1,106.9,0.006,2020,1271
maryland eastern shore,MEAC,-23.82,83.1,106.9,0.006,2020,1271
central connecticut,NEC,-23.86,90.1,114.0,-0.004,2020,1148
delaware st.,MEAC,-25.33,90.1,115.5,-0.038,2020,1175
arkansas pine bluff,SWAC,-25.78,77.2,103.0,-0.015,2020,1115
arkansas pine bluff,SWAC,-25.78,77.2,103.0,-0.015,2020,1115
howard,MEAC,-26.49,93.2,119.7,-0.039,2020,1224
kennesaw st.,ASun,-27.97,83.5,111.4,-0.052000000000000005,2020,1244
mississippi valley st.,SWAC,-28.94,87.6,116.5,-0.035,2020,1290
chicago st.,WAC,-32.33,86.2,118.5,-0.034,2020,1152
virginia,ACC,35.66,123.6,87.9,0.024,2019,1438
gonzaga,WCC,32.79,125.1,92.3,0.008,2019,1211
duke,ACC,31.99,120.1,88.1,0.018000000000000002,2019,1181
michigan st.,B10,31.36,121.7,90.4,-0.006999999999999999,2019,1277
michigan,B10,29.44,115.5,86.1,-0.013999999999999999,2019,1276
north carolina,ACC,29.17,119.9,90.7,0.024,2019,1314
north carolina,ACC,29.17,119.9,90.7,0.024,2019,1314
kentucky,SEC,27.41,118.2,90.8,0.037000000000000005,2019,1246
tennessee,SEC,26.98,122.5,95.5,0.038,2019,1397
texas tech,B12,26.75,112.7,85.9,0.004,2019,1403
texas tech,B12,26.75,112.7,85.9,0.004,2019,1403
purdue,B10,26.05,121.1,95.0,-0.012,2019,1345
virginia tech,ACC,24.47,118.4,94.0,0.002,2019,1439
virginia tech,ACC,24.47,118.4,94.0,0.002,2019,1439
wisconsin,B10,23.68,110.8,87.1,-0.026000000000000002,2019,1458
auburn,SEC,23.33,119.6,96.2,0.003,2019,1120
florida st.,ACC,22.56,113.0,90.4,0.045,2019,1199
houston,Amer,22.42,114.1,91.7,0.057,2019,1222
iowa st.,B12,21.85,119.0,97.1,-0.051,2019,1235
louisville,ACC,20.97,113.4,92.4,-0.054000000000000006,2019,1257
lsu,SEC,20.97,118.5,97.5,0.035,2019,1261
wofford,SC,20.71,118.4,97.6,0.06,2019,1459
kansas,B12,20.71,112.7,92.0,0.08800000000000001,2019,1242
mississippi st.,SEC,20.68,117.4,96.7,-0.027000000000000003,2019,1280
buffalo,MAC,20.34,114.9,94.6,0.040999999999999995,2019,1138
kansas st.,B12,20.22,108.0,87.7,0.061,2019,1243
maryland,B10,19.98,113.8,93.8,0.001,2019,1268
nevada,MWC,18.92,114.0,95.1,0.039,2019,1305
villanova,BE,18.77,117.0,98.2,0.017,2019,1437
marquette,BE,18.42,114.2,95.7,0.006999999999999999,2019,1266
florida,SEC,18.32,110.2,91.9,-0.07200000000000001,2019,1196
clemson,ACC,17.94,108.7,90.7,-0.069,2019,1155
texas,B12,17.89,114.1,96.2,-0.11699999999999999,2019,1400
saint mary's,WCC,17.71,114.6,96.9,-0.033,2019,1388
cincinnati,Amer,17.05,111.6,94.5,0.06,2019,1153
north carolina st.,ACC,16.7,112.7,96.0,-0.009000000000000001,2019,1301
utah st.,MWC,16.62,113.0,96.3,0.006999999999999999,2019,1429
syracuse,ACC,16.3,110.2,93.9,0.005,2019,1393
iowa,B10,15.96,117.2,101.2,0.057,2019,1234
vcu,A10,15.69,104.3,88.6,0.004,2019,1433
oklahoma,B12,15.53,109.4,93.9,0.031,2019,1328
nebraska,B10,15.53,112.6,97.0,-0.055,2019,1304
penn st.,B10,15.42,109.5,94.1,-0.102,2019,1336
baylor,B12,15.29,113.5,98.2,-0.032,2019,1124
indiana,B10,15.28,110.1,94.8,-0.044000000000000004,2019,1231
oregon,P12,15.15,107.7,92.5,-0.039,2019,1332
mississippi,SEC,15.08,112.8,97.7,-0.018000000000000002,2019,1279
ohio st.,B10,15.08,109.3,94.2,0.005,2019,1326
ucf,Amer,14.58,110.3,95.7,0.028999999999999998,2019,1416
minnesota,B10,14.46,110.7,96.2,0.08199999999999999,2019,1278
tcu,B12,14.17,110.4,96.2,0.013999999999999999,2019,1395
new mexico st.,WAC,13.59,112.6,99.0,0.061,2019,1308
creighton,BE,13.5,113.3,99.8,-0.045,2019,1166
washington,P12,13.37,107.0,93.6,0.078,2019,1449
murray st.,OVC,13.33,112.0,98.7,0.033,2019,1293
lipscomb,ASun,13.24,110.0,96.8,-0.040999999999999995,2019,1252
belmont,OVC,13.07,114.8,101.8,0.040999999999999995,2019,1125
seton hall,BE,12.91,109.3,96.4,0.022000000000000002,2019,1371
seton hall,BE,12.91,109.3,96.4,0.022000000000000002,2019,1371
furman,SC,12.63,108.8,96.2,0.03,2019,1202
arkansas,SEC,12.34,109.5,97.2,-0.040999999999999995,2019,1116
toledo,MAC,12.0,110.0,98.0,0.047,2019,1405
alabama,SEC,11.48,108.1,96.6,0.039,2019,1104
dayton,A10,11.48,111.5,100.1,-0.036000000000000004,2019,1173
arizona st.,P12,11.21,109.8,98.6,0.046,2019,1113
memphis,Amer,10.88,109.0,98.1,-0.031,2019,1272
liberty,ASun,10.82,110.6,99.7,0.006,2019,1251
xavier,BE,10.43,110.8,100.4,0.008,2019,1462
colorado,P12,10.42,106.5,96.1,-0.037000000000000005,2019,1160
san francisco,WCC,9.96,111.7,101.7,-0.022000000000000002,2019,1362
san francisco,WCC,9.96,111.7,101.7,-0.022000000000000002,2019,1362
providence,BE,9.95,105.0,95.0,-0.013999999999999999,2019,1344
butler,BE,9.92,110.8,100.9,-0.032,2019,1139
east tennessee st.,SC,9.83,109.1,99.3,0.022000000000000002,2019,1190
missouri,SEC,9.76,106.7,97.0,-0.017,2019,1281
miami fl,ACC,9.69,109.9,100.2,-0.07200000000000001,2019,1274
miami fl,ACC,9.69,109.9,100.2,-0.07200000000000001,2019,1274
fresno st.,MWC,9.68,108.2,98.5,-0.011000000000000001,2019,1201
south carolina,SEC,9.67,107.9,98.3,0.022000000000000002,2019,1376
south carolina,SEC,9.67,107.9,98.3,0.022000000000000002,2019,1376
northwestern,B10,9.55,102.9,93.4,-0.111,2019,1321
uc irvine,BW,9.46,106.6,97.1,0.09699999999999999,2019,1414
uc irvine,BW,9.46,106.6,97.1,0.09699999999999999,2019,1414
temple,Amer,9.39,108.9,99.5,0.065,2019,1396
rutgers,B10,9.31,105.5,96.2,-0.02,2019,1353
st. john's,BE,8.75,109.7,100.9,0.071,2019,1385
northeastern,CAA,8.75,111.5,102.7,0.023,2019,1318
vermont,AE,8.72,107.9,99.2,0.055999999999999994,2019,1436
unc greensboro,SC,8.59,106.5,97.9,0.175,2019,1422
yale,Ivy,8.59,111.7,103.1,0.057,2019,1463
illinois,B10,8.51,109.1,100.6,-0.052000000000000005,2019,1228
davidson,A10,8.28,107.5,99.3,0.065,2019,1172
oregon st.,P12,7.89,111.2,103.3,-0.04,2019,1333
san diego,WCC,7.89,106.0,98.1,-0.004,2019,1360
san diego,WCC,7.89,106.0,98.1,-0.004,2019,1360
byu,WCC,7.78,111.7,103.9,0.027000000000000003,2019,1140
usc,P12,7.65,109.2,101.6,-0.096,2019,1425
oklahoma st.,B12,7.6,108.9,101.3,-0.01,2019,1329
notre dame,ACC,7.58,108.2,100.6,-0.055,2019,1323
notre dame,ACC,7.58,108.2,100.6,-0.055,2019,1323
georgetown,BE,7.52,109.2,101.7,0.054000000000000006,2019,1207
texas a&m,SEC,7.49,106.9,99.4,-0.021,2019,1401
wichita st.,Amer,7.49,105.9,98.4,0.028999999999999998,2019,1455
hofstra,CAA,7.47,116.3,108.8,0.028999999999999998,2019,1220
west virginia,B12,7.26,109.0,101.8,0.016,2019,1452
west virginia,B12,7.26,109.0,101.8,0.016,2019,1452
utah valley,WAC,7.17,109.0,101.8,0.04,2019,1430
utah valley,WAC,7.17,109.0,101.8,0.04,2019,1430
pittsburgh,ACC,7.09,105.1,98.0,-0.094,2019,1338
south dakota st.,Sum,7.08,112.1,105.0,-0.023,2019,1355
arizona,P12,6.86,105.0,98.1,-0.013000000000000001,2019,1112
northern kentucky,Horz,6.56,109.2,102.7,-0.008,2019,1297
northern kentucky,Horz,6.56,109.2,102.7,-0.008,2019,1297
southern miss,CUSA,6.42,106.5,100.1,-0.013999999999999999,2019,1379
southern miss,CUSA,6.42,106.5,100.1,-0.013999999999999999,2019,1379
georgia southern,SB,6.4,108.4,102.0,-0.009000000000000001,2019,1204
georgia southern,SB,6.4,108.4,102.0,-0.009000000000000001,2019,1204
depaul,BE,6.36,110.7,104.4,-0.039,2019,1177
saint louis,A10,6.27,102.6,96.3,0.045,2019,1387
saint louis,A10,6.27,102.6,96.3,0.045,2019,1387
grand canyon,WAC,6.22,108.1,101.8,-0.033,2019,1213
grand canyon,WAC,6.22,108.1,101.8,-0.033,2019,1213
bowling green,MAC,6.18,108.2,102.0,0.035,2019,1132
bowling green,MAC,6.18,108.2,102.0,0.035,2019,1132
akron,MAC,6.09,99.8,93.7,-0.105,2019,1103
connecticut,Amer,6.02,108.3,102.3,-0.07,2019,1163
georgia tech,ACC,5.91,101.8,95.9,-0.023,2019,1210
georgia tech,ACC,5.91,101.8,95.9,-0.023,2019,1210
ucla,P12,5.88,108.4,102.5,0.006999999999999999,2019,1417
georgia st.,SB,5.6,107.9,102.3,0.126,2019,1209
old dominion,CUSA,5.58,101.9,96.4,0.055,2019,1330
old dominion,CUSA,5.58,101.9,96.4,0.055,2019,1330
jacksonville st.,OVC,5.46,104.9,99.4,0.003,2019,1240
utah,P12,5.39,114.2,108.8,0.031,2019,1428
boston college,ACC,5.31,107.5,102.2,0.019,2019,1130
boston college,ACC,5.31,107.5,102.2,0.019,2019,1130
western kentucky,CUSA,5.27,104.9,99.6,-0.0,2019,1443
western kentucky,CUSA,5.27,104.9,99.6,-0.0,2019,1443
smu,Amer,5.17,112.0,106.8,-0.07,2019,1374
st. bonaventure,A10,5.17,102.0,96.8,-0.044000000000000004,2019,1382
stanford,P12,5.12,103.3,98.2,-0.027000000000000003,2019,1390
charleston,CAA,5.06,108.3,103.3,0.019,2019,1158
san diego st.,MWC,5.04,103.7,98.7,0.055999999999999994,2019,1361
south florida,Amer,5.04,102.3,97.2,-0.048,2019,1378
south florida,Amer,5.04,102.3,97.2,-0.048,2019,1378
central michigan,MAC,4.89,110.3,105.4,0.024,2019,1141
central michigan,MAC,4.89,110.3,105.4,0.024,2019,1141
harvard,Ivy,4.5,104.8,100.3,0.055999999999999994,2019,1217
radford,BSth,4.45,108.7,104.2,-0.006999999999999999,2019,1347
texas st.,SB,4.37,102.0,97.7,0.034,2019,1402
wright st.,Horz,4.33,105.9,101.6,-0.031,2019,1460
drake,MVC,4.32,107.0,102.7,0.094,2019,1179
colgate,Pat,4.29,110.0,105.8,0.021,2019,1159
penn,Ivy,4.28,104.0,99.7,0.02,2019,1335
tulsa,Amer,4.23,104.6,100.4,0.04,2019,1409
georgia,SEC,4.18,105.8,101.6,-0.077,2019,1208
loyola chicago,MVC,4.15,104.2,100.0,-0.01,2019,1260
loyola chicago,MVC,4.15,104.2,100.0,-0.01,2019,1260
ball st.,MAC,4.08,102.3,98.2,-0.08800000000000001,2019,1123
austin peay,OVC,3.9,110.6,106.7,-0.009000000000000001,2019,1122
austin peay,OVC,3.9,110.6,106.7,-0.009000000000000001,2019,1122
northern illinois,MAC,3.87,108.8,104.9,-0.071,2019,1296
northern illinois,MAC,3.87,108.8,104.9,-0.071,2019,1296
montana,BSky,3.55,107.4,103.8,0.057,2019,1285
loyola marymount,WCC,3.42,103.6,100.2,0.066,2019,1258
loyola marymount,WCC,3.42,103.6,100.2,0.066,2019,1258
boise st.,MWC,3.22,107.1,103.8,-0.192,2019,1129
louisiana monroe,SB,3.11,112.3,109.2,-0.054000000000000006,2019,1419
louisiana tech,CUSA,2.95,104.7,101.7,-0.046,2019,1256
louisiana tech,CUSA,2.95,104.7,101.7,-0.046,2019,1256
kent st.,MAC,2.83,109.6,106.7,0.14,2019,1245
rhode island,A10,2.68,103.8,101.1,0.018000000000000002,2019,1348
rhode island,A10,2.68,103.8,101.1,0.018000000000000002,2019,1348
samford,SC,2.21,106.6,104.3,-0.076,2019,1359
abilene christian,Slnd,2.09,103.6,101.5,0.087,2019,1101
abilene christian,Slnd,2.09,103.6,101.5,0.087,2019,1101
brown,Ivy,1.9,98.7,96.8,0.011000000000000001,2019,1135
bucknell,Pat,1.88,105.5,103.6,0.052000000000000005,2019,1137
uab,CUSA,1.84,106.4,104.5,-0.011000000000000001,2019,1412
miami oh,MAC,1.78,104.7,102.9,-0.025,2019,1275
miami oh,MAC,1.78,104.7,102.9,-0.025,2019,1275
southern illinois,MVC,1.7,104.2,102.5,-0.01,2019,1356
southern illinois,MVC,1.7,104.2,102.5,-0.01,2019,1356
utsa,CUSA,1.66,105.7,104.0,-0.017,2019,1427
ut arlington,SB,1.54,101.1,99.6,0.038,2019,1426
ut arlington,SB,1.54,101.1,99.6,0.038,2019,1426
pepperdine,WCC,1.41,106.6,105.2,-0.057,2019,1337
vanderbilt,SEC,0.79,102.0,101.2,-0.109,2019,1435
eastern michigan,MAC,0.75,103.3,102.6,-0.006,2019,1185
eastern michigan,MAC,0.75,103.3,102.6,-0.006,2019,1185
george mason,A10,0.69,104.4,103.7,0.023,2019,1206
george mason,A10,0.69,104.4,103.7,0.023,2019,1206
north texas,CUSA,0.51,99.5,99.0,-0.006999999999999999,2019,1317
north texas,CUSA,0.51,99.5,99.0,-0.006999999999999999,2019,1317
charleston southern,BSth,0.05,101.3,101.2,-0.092,2019,1149
charleston southern,BSth,0.05,101.3,101.2,-0.092,2019,1149
florida atlantic,CUSA,-0.02,99.3,99.3,-0.039,2019,1194
florida atlantic,CUSA,-0.02,99.3,99.3,-0.039,2019,1194
unlv,MWC,-0.14,105.8,106.0,0.013999999999999999,2019,1424
coastal carolina,SB,-0.15,104.8,104.9,-0.073,2019,1157
coastal carolina,SB,-0.15,104.8,104.9,-0.073,2019,1157
marshall,CUSA,-0.16,107.9,108.1,0.10800000000000001,2019,1267
wake forest,ACC,-0.22,104.6,104.8,0.04,2019,1448
wake forest,ACC,-0.22,104.6,104.8,0.04,2019,1448
nebraska omaha,Sum,-0.36,109.9,110.3,0.109,2019,1303
nebraska omaha,Sum,-0.36,109.9,110.3,0.109,2019,1303
bradley,MVC,-0.36,100.9,101.2,0.04,2019,1133
ut rio grande valley,WAC,-0.37,99.3,99.6,0.021,2019,1410
gardner webb,BSth,-0.74,107.5,108.2,0.07,2019,1205
gardner webb,BSth,-0.74,107.5,108.2,0.07,2019,1205
stony brook,AE,-0.75,99.1,99.9,0.075,2019,1392
stony brook,AE,-0.75,99.1,99.9,0.075,2019,1392
lehigh,Pat,-0.79,108.6,109.4,0.083,2019,1250
uc santa barbara,BW,-0.8,105.0,105.8,0.035,2019,1364
uc santa barbara,BW,-0.8,105.0,105.8,0.035,2019,1364
uc santa barbara,BW,-0.8,105.0,105.8,0.035,2019,1364
duquesne,A10,-0.81,104.4,105.2,0.055,2019,1182
sam houston st.,Slnd,-0.88,105.9,106.8,0.026000000000000002,2019,1358
missouri st.,MVC,-0.92,102.9,103.8,-0.021,2019,1283
north florida,ASun,-0.95,103.8,104.7,0.015,2019,1316
north florida,ASun,-0.95,103.8,104.7,0.015,2019,1316
princeton,Ivy,-1.0,98.7,99.7,0.10099999999999999,2019,1343
northern iowa,MVC,-1.16,101.1,102.3,0.004,2019,1320
northern iowa,MVC,-1.16,101.1,102.3,0.004,2019,1320
louisiana,SB,-1.18,106.5,107.7,0.085,2019,1418
winthrop,BSth,-1.2,106.4,107.6,0.016,2019,1457
colorado st.,MWC,-1.23,107.4,108.6,-0.111,2019,1161
njit,ASun,-1.29,101.1,102.4,0.09,2019,1312
seattle,WAC,-1.42,100.7,102.2,-0.027999999999999997,2019,1370
ohio,MAC,-1.53,98.6,100.1,0.062,2019,1325
new mexico,MWC,-1.6,103.9,105.5,-0.027999999999999997,2019,1307
new mexico,MWC,-1.6,103.9,105.5,-0.027999999999999997,2019,1307
saint joseph's,A10,-1.73,105.2,106.9,-0.012,2019,1386
santa clara,WCC,-1.85,101.8,103.6,0.059000000000000004,2019,1365
santa clara,WCC,-1.85,101.8,103.6,0.059000000000000004,2019,1365
campbell,BSth,-1.89,107.9,109.8,0.02,2019,1144
presbyterian,BSth,-1.95,109.1,111.0,-0.065,2019,1342
oakland,Horz,-2.11,107.3,109.4,-0.002,2019,1324
hartford,AE,-2.24,108.3,110.5,-0.008,2019,1216
purdue fort wayne,Sum,-2.28,106.5,108.8,-0.002,2019,1236
northern colorado,BSky,-2.44,102.2,104.6,0.05,2019,1294
northern colorado,BSky,-2.44,102.2,104.6,0.05,2019,1294
cal baptist,WAC,-2.52,106.7,109.2,-0.054000000000000006,2019,1465
hampton,BSth,-2.56,107.5,110.0,-0.109,2019,1214
iupui,Horz,-2.56,103.8,106.4,-0.057,2019,1237
mercer,SC,-2.6,103.5,106.1,-0.113,2019,1273
hawaii,BW,-3.03,103.5,106.5,-0.005,2019,1218
iona,MAAC,-3.08,106.5,109.6,-0.025,2019,1233
american,Pat,-3.13,101.8,104.9,-0.11900000000000001,2019,1110
north dakota st.,Sum,-3.2,106.6,109.8,0.052000000000000005,2019,1295
illinois chicago,Horz,-3.21,100.4,103.6,-0.002,2019,1227
richmond,A10,-3.23,106.8,110.0,-0.08800000000000001,2019,1350
fiu,CUSA,-3.25,101.9,105.1,0.10400000000000001,2019,1198
cal st. fullerton,BW,-3.44,98.9,102.3,0.01,2019,1168
illinois st.,MVC,-3.5,101.0,104.5,0.084,2019,1229
appalachian st.,SB,-3.61,105.9,109.5,-0.083,2019,1111
green bay,Horz,-3.62,102.8,106.5,0.084,2019,1453
green bay,Horz,-3.62,102.8,106.5,0.084,2019,1453
indiana st.,MVC,-4.14,101.0,105.1,0.026000000000000002,2019,1232
fairleigh dickinson,NEC,-4.25,106.2,110.4,0.01,2019,1192
fairleigh dickinson,NEC,-4.25,106.2,110.4,0.01,2019,1192
prairie view a&m,SWAC,-4.31,101.5,105.8,0.07400000000000001,2019,1341
washington st.,P12,-4.31,105.9,110.2,-0.059000000000000004,2019,1450
columbia,Ivy,-4.48,101.8,106.3,-0.06,2019,1162
south alabama,SB,-4.49,103.0,107.5,0.012,2019,1375
south alabama,SB,-4.49,103.0,107.5,0.012,2019,1375
pacific,WCC,-4.49,99.8,104.2,0.045,2019,1334
texas southern,SWAC,-4.5,104.0,108.5,0.055999999999999994,2019,1411
texas southern,SWAC,-4.5,104.0,108.5,0.055999999999999994,2019,1411
rider,MAAC,-4.51,101.3,105.8,-0.032,2019,1351
lamar,Slnd,-4.57,103.1,107.6,0.009000000000000001,2019,1249
cornell,Ivy,-4.63,99.0,103.7,0.084,2019,1165
dartmouth,Ivy,-4.64,103.4,108.0,-0.109,2019,1171
william & mary,CAA,-4.65,103.3,108.0,0.028999999999999998,2019,1456
florida gulf coast,ASun,-4.67,101.3,106.0,-0.003,2019,1195
florida gulf coast,ASun,-4.67,101.3,106.0,-0.003,2019,1195
valparaiso,MVC,-4.91,97.9,102.8,0.003,2019,1434
little rock,SB,-4.94,99.7,104.7,-0.149,2019,1114
little rock,SB,-4.94,99.7,104.7,-0.149,2019,1114
long beach st.,BW,-4.99,101.0,106.0,0.051,2019,1253
weber st.,BSky,-5.06,101.3,106.4,-0.022000000000000002,2019,1451
la salle,A10,-5.16,99.8,105.0,-0.04,2019,1247
la salle,A10,-5.16,99.8,105.0,-0.04,2019,1247
cal st. bakersfield,WAC,-5.16,102.5,107.6,0.055,2019,1167
evansville,MVC,-5.37,99.3,104.7,-0.061,2019,1191
high point,BSth,-5.52,99.1,104.6,0.019,2019,1219
high point,BSth,-5.52,99.1,104.6,0.019,2019,1219
south dakota,Sum,-5.7,100.3,106.0,-0.048,2019,1377
south dakota,Sum,-5.7,100.3,106.0,-0.048,2019,1377
umbc,AE,-5.75,95.9,101.7,0.078,2019,1420
southeastern louisiana,Slnd,-5.9,99.2,105.1,0.009000000000000001,2019,1368
southeastern louisiana,Slnd,-5.9,99.2,105.1,0.009000000000000001,2019,1368
boston university,Pat,-5.93,104.1,110.1,-0.025,2019,1131
boston university,Pat,-5.93,104.1,110.1,-0.025,2019,1131
quinnipiac,MAAC,-5.98,104.4,110.3,-0.024,2019,1346
umkc,WAC,-6.14,100.9,107.0,-0.052000000000000005,2019,1282
massachusetts,A10,-6.16,102.8,108.9,-0.061,2019,1269
detroit,Horz,-6.46,106.1,112.5,-0.011000000000000001,2019,1178
eastern washington,BSky,-6.57,100.9,107.5,0.026000000000000002,2019,1186
eastern washington,BSky,-6.57,100.9,107.5,0.026000000000000002,2019,1186
eastern kentucky,OVC,-6.57,99.2,105.8,0.012,2019,1184
eastern kentucky,OVC,-6.57,99.2,105.8,0.012,2019,1184
sacred heart,NEC,-6.71,104.0,110.7,-0.062,2019,1357
sacred heart,NEC,-6.71,104.0,110.7,-0.062,2019,1357
holy cross,Pat,-6.8,100.9,107.7,0.067,2019,1221
holy cross,Pat,-6.8,100.9,107.7,0.067,2019,1221
air force,MWC,-6.84,100.4,107.3,0.03,2019,1102
air force,MWC,-6.84,100.4,107.3,0.03,2019,1102
army,Pat,-6.85,96.1,103.0,-0.027999999999999997,2019,1119
california,P12,-7.2,102.9,110.1,0.037000000000000005,2019,1143
middle tennessee,CUSA,-7.21,98.1,105.3,0.013000000000000001,2019,1292
middle tennessee,CUSA,-7.21,98.1,105.3,0.013000000000000001,2019,1292
drexel,CAA,-7.37,105.5,112.9,0.004,2019,1180
troy,SB,-7.4,102.8,110.2,0.053,2019,1407
rice,CUSA,-7.48,102.8,110.3,0.0,2019,1349
uc davis,BW,-7.49,96.2,103.7,-0.043,2019,1413
uc davis,BW,-7.49,96.2,103.7,-0.043,2019,1413
the citadel,SC,-7.59,106.6,114.2,0.027999999999999997,2019,1154
the citadel,SC,-7.59,106.6,114.2,0.027999999999999997,2019,1154
jacksonville,ASun,-7.6,98.7,106.3,-0.055999999999999994,2019,1239
western michigan,MAC,-7.61,99.0,106.6,-0.039,2019,1444
western michigan,MAC,-7.61,99.0,106.6,-0.039,2019,1444
montana st.,BSky,-7.64,107.4,115.1,0.008,2019,1286
new orleans,Slnd,-7.68,97.0,104.7,0.09300000000000001,2019,1309
new orleans,Slnd,-7.68,97.0,104.7,0.09300000000000001,2019,1309
arkansas st.,SB,-7.69,102.3,109.9,0.086,2019,1117
morehead st.,OVC,-7.71,102.2,109.9,0.06,2019,1287
fordham,A10,-7.84,96.5,104.3,-0.075,2019,1200
chattanooga,SC,-7.85,101.5,109.3,0.025,2019,1151
umass lowell,AE,-7.85,104.3,112.2,-0.026000000000000002,2019,1262
umass lowell,AE,-7.85,104.3,112.2,-0.026000000000000002,2019,1262
cal st. northridge,BW,-7.97,104.4,112.4,-0.013000000000000001,2019,1169
delaware,CAA,-8.07,104.7,112.8,0.08,2019,1174
st. francis pa,NEC,-8.11,105.1,113.3,0.08800000000000001,2019,1384
liu brooklyn,NEC,-8.18,98.1,106.3,-0.013000000000000001,2019,1254
liu brooklyn,NEC,-8.18,98.1,106.3,-0.013000000000000001,2019,1254
youngstown st.,Horz,-8.3,103.9,112.2,-0.004,2019,1464
norfolk st.,MEAC,-8.4,97.5,105.9,0.05,2019,1313
siena,MAAC,-8.41,100.5,108.9,0.06,2019,1373
loyola md,Pat,-8.72,101.4,110.2,-0.027999999999999997,2019,1259
loyola md,Pat,-8.72,101.4,110.2,-0.027999999999999997,2019,1259
robert morris,NEC,-8.76,94.8,103.5,0.035,2019,1352
robert morris,NEC,-8.76,94.8,103.5,0.035,2019,1352
north dakota,Sum,-8.78,97.3,106.1,-0.046,2019,1315
north dakota,Sum,-8.78,97.3,106.1,-0.046,2019,1315
east carolina,Amer,-9.02,97.9,106.9,-0.006,2019,1187
east carolina,Amer,-9.02,97.9,106.9,-0.006,2019,1187
unc wilmington,CAA,-9.04,105.3,114.3,-0.034,2019,1423
western carolina,SC,-9.22,101.6,110.9,-0.051,2019,1441
western carolina,SC,-9.22,101.6,110.9,-0.051,2019,1441
grambling st.,SWAC,-9.42,94.6,104.1,-0.028999999999999998,2019,1212
st. francis ny,NEC,-9.49,95.7,105.2,0.052000000000000005,2019,1383
marist,MAAC,-9.51,100.0,109.5,-0.054000000000000006,2019,1265
sacramento st.,BSky,-9.55,96.2,105.7,-0.011000000000000001,2019,1170
houston baptist,Slnd,-9.62,102.8,112.5,-0.038,2019,1223
houston baptist,Slnd,-9.62,102.8,112.5,-0.038,2019,1223
albany,AE,-9.85,98.2,108.0,-0.066,2019,1107
james madison,CAA,-9.87,100.9,110.8,0.055999999999999994,2019,1241
james madison,CAA,-9.87,100.9,110.8,0.055999999999999994,2019,1241
canisius,MAAC,-9.87,101.5,111.3,0.115,2019,1145
navy,Pat,-9.9,97.1,107.0,0.061,2019,1298
southern utah,BSky,-9.91,96.5,106.4,0.048,2019,1381
southern utah,BSky,-9.91,96.5,106.4,0.048,2019,1381
texas a&m corpus chris,Slnd,-9.94,94.5,104.4,-0.011000000000000001,2019,1394
vmi,SC,-10.04,102.2,112.3,0.018000000000000002,2019,1440
cleveland st.,Horz,-10.05,101.5,111.6,-0.040999999999999995,2019,1156
north alabama,ASun,-10.17,95.0,105.1,0.006,2019,1466
longwood,BSth,-10.19,96.3,106.5,-0.002,2019,1255
portland st.,BSky,-10.38,101.5,111.9,0.046,2019,1340
towson,CAA,-10.48,100.1,110.5,-0.049,2019,1406
tennessee martin,OVC,-10.62,104.5,115.2,0.009000000000000001,2019,1404
george washington,A10,-10.68,95.2,105.9,-0.009000000000000001,2019,1203
george washington,A10,-10.68,95.2,105.9,-0.009000000000000001,2019,1203
oral roberts,Sum,-10.72,103.3,114.0,0.013000000000000001,2019,1331
oral roberts,Sum,-10.72,103.3,114.0,0.013000000000000001,2019,1331
tulane,Amer,-10.78,96.5,107.3,-0.042,2019,1408
monmouth,MAAC,-10.87,93.0,103.9,0.047,2019,1284
western illinois,Sum,-10.97,97.3,108.3,-0.106,2019,1442
western illinois,Sum,-10.97,97.3,108.3,-0.106,2019,1442
tennessee st.,OVC,-11.08,98.4,109.5,-0.062,2019,1398
central arkansas,Slnd,-11.17,99.8,110.9,0.019,2019,1146
central arkansas,Slnd,-11.17,99.8,110.9,0.019,2019,1146
